,mid_x,mid_y,mid_z,DTT_Mass_Recovery,MS_Actual,Al_pct,As_ppm,Au_ppm,Be_ppm,Ca_pct,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_ppm,Na_pct,P_ppm,Pb_ppm,S_pct,Si_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Ac,Cb,Ch,Cp,Ep,FeOx_1_pct,He_s,Kspar,Lm,Mt,Py,ANDE_LOWER,ANDE_UPPER,ANLT,BX,Fe1_M1_100,Fe1_M1_200,Fe1_M1_220,Fe1_M1_221,Fe1_M1_222,Fe1_M1_302,Fe1_M1_304,Fe1_M1_306,Fe1_M1_400,Fe1_M1_502,Fe1_M1_504,Fe1_M1_506,Fe1_M1_508,Fe1_M1_602,Fe1_M1_604,Fe1_M1_606,Fe1_M1_802,Fe1_M1_804,Fe1_M1_806,Fe1_M1_808,Fe1_M1_902,Fe1_M1_904,Fe1_M1_906,Fe1_M1_908,in,out
553,0.295880057,0.404170594,-0.400604702,-0.502512563,-0.356213486,2.145096212,0.011378003,-1.370796378,0.612334802,-0.549450549,0.131414268,0.305712765,-1.058216271,1.164556962,2.614379085,0.657534247,-1.132571429,0.292682927,0.005838198,-0.569709127,0,0.109489051,2.206896552,2.717021096,0.140401146,0.333333333,0,0.666666667,0.02,0,-0.54,-0.17,0,0,-0.348837209,0.0025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
554,0.295880057,0.404170594,-0.41495009,-0.427738693,-0.298222822,2.255212338,0.013906448,-1.348069106,0.524229075,-0.637362637,0.140175219,-0.199293765,-1.143188992,0.658227848,2.013071895,0.840182648,0.425142857,0.682926829,0.005838198,-0.661985958,0,0.149635036,2.379310345,2.262475642,0.140401146,0.333333333,0,0.666666667,0.006666667,0,-0.363636364,0.2,0,0,-0.11627907,0.0025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
555,0.295880057,0.404170594,-0.472331644,-0.554773869,-0.35188085,2.249416752,0.013906448,-1.279887288,0.303964758,-0.692307692,0.133917397,1.031296861,-1.172929444,0.113924051,2.013071895,0.593607306,0.789714286,0.219512195,0.005838198,-0.437311936,0,0.072992701,2.103448276,1.967021096,0.140401146,0,0,0.666666667,0.033333333,0,-0.509090909,-0.1,0,0,-0.302325581,0.0025,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
558,0.295880057,0.404170594,-0.644476307,0.395979899,0.259853999,0.899045321,0.018963338,-1.370796378,0.568281938,0.659340659,0.043804756,-0.289653171,-0.739568569,0.012658228,0.888888889,0.894977169,0.259428571,2.243902439,0.005838198,-0.74222668,0,0.083941606,2.172413793,2.83065746,0.140401146,1,0,0.333333333,0.006666667,0,0.363636364,-0.2,0,0,0.813953488,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
559,0.295880057,0.404170594,-0.71620325,0.510552764,0.301388979,0.464376405,0.008849558,-1.211705469,0.436123348,-0.252747253,0.03379224,-0.145116819,-0.263721335,0.594936709,0.411764706,-0.063926941,-0.105142857,0.536585366,0.005838198,-0.67001003,0,0.091240876,1.275862069,2.148839278,0.140401146,0.666666667,0,0.666666667,0.006666667,0,0.636363636,0.8,0.333333333,0,0.930232558,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
560,0.295880057,0.404170594,-0.730548638,1.12160804,1.216991576,-0.005066024,0.024020228,-1.257160015,0.568281938,-0.274725275,0.021276596,-0.079330528,0.186634083,-0.126582278,0.156862745,-0.264840183,-0.038857143,0.487804878,0.005838198,-0.678034102,0,0.065693431,1.172413793,2.262475642,0.140401146,0.333333333,0,0.666666667,0.066666667,0,0,0.8,0.333333333,0,0.11627907,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
561,0.295880057,0.404170594,-0.787930192,1.089447236,1.345179272,-0.381779084,0.001264223,-0.870796378,0.524229075,-0.016483516,0.030037547,-0.058046728,0.144147723,-0.303797468,0.509803922,-0.191780822,-1.066285714,0.12195122,0.005838198,-0.59779338,0,0.069343066,0.793103448,2.83065746,0.140401146,0.333333333,0,0.666666667,0.013333333,0,0.363636364,-0.2,0.333333333,0,0.813953488,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
562,0.295880057,0.404170594,-0.960074855,1.973467337,2.571856788,-1.181569889,0.003792668,-1.143523651,0.920704846,-0.423076923,0.006257822,-0.100614328,1.520705794,-0.759493671,-0.215686275,-0.638356164,-0.685142857,-0.146341463,0.005838198,-0.609829488,0,0.058394161,0.310344828,3.807930187,0.140401146,1,0,0,0.033333333,0,0.727272727,-0.2,0,0,1.279069767,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
563,0.295880057,0.404170594,-0.974420243,0.808040201,0.771729925,0.418011721,0.018963338,-1.166250924,0.612334802,-0.434065934,0.031289111,-0.166400619,0.110158635,-0.582278481,0.379084967,-0.438356164,1.237142857,2.170731707,0.005838198,-0.629889669,0,0.072992701,2,4.239748369,0.140401146,0.666666667,0,0.333333333,0.013333333,0,0.363636364,-0.2,0.333333333,0,0.813953488,0.0125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
564,0.295880057,0.404170594,-1.060492575,1.256683417,1.478199523,-0.265867373,0.003792668,-1.370796378,0.612334802,-0.043956044,0.018773467,-0.310356504,0.603000413,0.164556962,0.477124183,-0.091324201,-1.016571429,-0.341463415,0.005838198,-0.686058175,0,0.083941606,0.310344828,3.739748369,0.140401146,1,0,0.333333333,0.006666667,0,0.727272727,-0.2,0.333333333,0,1.279069767,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
565,0.295880057,0.404170594,-1.10352874,0.490452261,0.458238728,1.078708473,0.006321113,-1.234432742,0.392070485,-0.120879121,0.03379224,-0.311904416,-0.433666776,0.303797468,0.509803922,-0.146118721,1.104571429,0.804878049,0.005838198,-0.710130391,0,0.102189781,1.24137931,2.717021096,0.140401146,0.666666667,0,0.333333333,0.006666667,0,0.363636364,-0.2,0.333333333,0,0.813953488,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
566,0.295880057,0.404170594,-1.160910294,0.128643216,0.173409583,1.322123065,0.001264223,-1.30261456,0.215859031,-0.983516484,0.03379224,-0.36433996,-0.884022194,1.582278481,0.803921569,-0.082191781,0.093714286,0.390243902,0.005838198,-0.738214644,0,0.062043796,0.862068966,1.944293824,0.140401146,0.666666667,0,0.666666667,0,0,0.181818182,-0.2,0.333333333,0,0.581395349,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
567,0.295880057,0.404170594,-1.175255683,0.711557789,0.65270742,0.765746853,0.011378003,-1.348069106,0.480176211,-0.17032967,0.037546934,-0.328931456,-0.3656886,0.417721519,0.352941176,-0.328767123,1.220571429,0.87804878,0.005838198,-0.694082247,0,0.091240876,1.689655172,3.126112005,0.140401146,0.666666667,0,0.666666667,0,0,0.272727273,-0.1,0.333333333,0,0.697674419,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
568,0.295880057,0.404170594,-1.232637237,-0.176080402,-0.095297158,2.562378371,0.024020228,-1.279887288,0.303964758,-0.263736264,0.040050063,-0.264499589,-1.359869429,0.632911392,0.692810458,-0.02739726,3.64,3.024390244,0.005838198,-0.710130391,0,0.262773723,3.103448276,2.876112005,0.140401146,0.333333333,0,0.666666667,0.006666667,0,0,-0.2,0.333333333,0,0.348837209,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
569,0.295880057,0.404170594,-1.261328014,0.808040201,0.638543034,0.922227663,0.001264223,-1.211705469,0.568281938,-0.241758242,0.041301627,-0.316161176,-0.476153136,-0.746835443,0.013071895,-0.602739726,2.977142857,2.780487805,0.005838198,-0.754262788,0,0.131386861,3.103448276,3.944293824,0.140401146,0.333333333,0,0.666666667,0.006666667,0,-0.181818182,-0.2,0.333333333,0,0.11627907,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
571,0.399918523,0.273392142,0.300778518,-0.598994975,-0.417703587,2.666698911,0.026548673,-1.257160015,0.215859031,0.043956044,0.14893617,-0.054176946,-1.495825781,2.202531646,2.418300654,0.840182648,-0.42,0.414634146,0.005838198,-0.726178536,0,0.562043796,2.586206897,3.217021096,0.140401146,0.666666667,0,0.666666667,0.02,0,-0.4,-0.2,0,0,-0.162790698,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577,0.414218342,0.270882154,-0.57306613,0.044623116,0.068093204,1.90168162,0.021491783,0,0.215859031,-0.664835165,0.187734668,-0.319837469,-0.968994915,0.17721519,1.124183007,1.077625571,2.314285714,-0.609756098,0.022518766,-0.770310933,0,0.262773723,1.24137931,2.194293824,0.140401146,0.666666667,0,0.666666667,0.006666667,0,-0.218181818,-0.2,0,0,0.069767442,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
578,0.414934131,0.270745479,-0.616039531,1.796984925,1.801772431,-1.285890428,0.008849558,-0.211705469,0.392070485,0.296703297,0.017521902,0.340540802,1.46122489,-0.759493671,0.019607843,-0.529680365,-0.668571429,2.390243902,0.069224354,-0.613841525,0,0.091240876,-0.379310345,2.489748369,0.140401146,0.666666667,0,0.666666667,0.066666667,0,0.545454545,0.3,0,0,1.046511628,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
579,0.415650151,0.270610227,-0.659012931,2.500502513,3.037823438,-1.720559344,0.001264223,-0.484432742,0.436123348,-1.082417582,0,0.446959803,2.234476645,-0.949367089,-0.509803922,-0.910502283,-1.116,-1.048780488,0.085904921,-0.585757272,0,0.054744526,-0.482758621,1.489748369,0.140401146,0.666666667,0,0.666666667,0.066666667,0,0.727272727,-0.1,0,0,1.279069767,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
580,0.416843287,0.270383859,-0.730635265,2.649246231,4.019540391,-1.917609252,0.001264223,-0.961705469,0.392070485,-0.873626374,0,0.017414018,2.42141663,-1.012658228,-0.803921569,-1.035616438,-1.082857143,-0.56097561,0.0558799,0.409227683,0,0.025547445,-0.551724138,0.285202915,0.140401146,0.666666667,0,0.666666667,0.046666667,0,0.727272727,-0.2,0,0,1.279069767,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
632,0.779525756,1.091788939,-0.071552907,0.615075377,0.535309653,1.194620184,0.241466498,-0.961705469,0.188396812,-0.120879121,0.123904881,0.237991583,-0.875524922,-0.101265823,-0.241830065,-0.429223744,0,2.951219512,0.332777314,-0.409227683,1.476670248,0.168035251,4.827586207,0,0.158980391,0,0.333333333,0.333333333,0.066666667,0,-0.090909091,-0.2,0,0,0.23255814,0.025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
633,0.780573883,1.09208934,-0.077764643,0.615075377,0.535309653,1.194620184,0.241466498,-0.961705469,0.188396812,-0.120879121,0.123904881,0.237991583,-0.875524922,-0.101265823,-0.241830065,-0.429223744,0,2.951219512,0.332777314,-0.409227683,1.476670248,0.168035251,4.827586207,0,0.158980391,0.333333333,0,0.333333333,0.006666667,0,-0.363636364,-0.19,0.333333333,0,-0.11627907,0.0025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
634,0.355862932,0.636767968,-0.066210058,0.361809045,0.162577993,0.951205591,0.241466498,0,0.188396812,0.714285714,0.123904881,-0.383108402,-0.646098577,0.025316456,0.248366013,0.392694064,0,3.43902439,0.332777314,-0.794383149,0.599190262,0.168035251,3.896551724,0,0.158980391,0.333333333,0.333333333,0.333333333,0,0,-0.363636364,-0.2,0.333333333,0.025,-0.11627907,0.005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
635,0.356738762,0.636873322,-0.072826779,0.361809045,0.162577993,0.951205591,0.241466498,0,0.188396812,0.714285714,0.123904881,-0.383108402,-0.646098577,0.025316456,0.248366013,0.392694064,0,3.43902439,0.332777314,-0.794383149,0.599190262,0.168035251,3.896551724,0,0.158980391,0.333333333,0.666666667,0.333333333,0.013333333,0,0.545454545,-0.2,0.333333333,0,1.046511628,0.0125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
658,0.38715181,0.640436849,-0.30350201,-0.064321608,-0.227025951,1.84952135,0.241466498,0,0.188396812,0.368131868,0.123904881,-0.38794563,-1.665771222,-0.860759494,0.549019608,-0.337899543,0,1.731707317,0.332777314,-0.766298897,2.303281829,0.168035251,2.482758621,0,0.158980391,0.333333333,0.333333333,0.333333333,0.006666667,0.333333333,-0.090909091,-0.2,0,0,0.23255814,0.0025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
659,0.388024864,0.640535084,-0.310125501,-0.064321608,-0.227025951,1.84952135,0.241466498,0,0.188396812,0.368131868,0.123904881,-0.38794563,-1.665771222,-0.860759494,0.549019608,-0.337899543,0,1.731707317,0.332777314,-0.766298897,2.303281829,0.168035251,2.482758621,0,0.158980391,0.333333333,0.333333333,0.333333333,0.013333333,0,-0.272727273,-0.2,0,0,0,0.0025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
660,0.389160644,0.640663218,-0.318734962,0.205025126,-0.119668235,1.855316935,0.241466498,0,0.188396812,-0.131868132,0.123904881,-0.354085038,-1.500074417,-0.734177215,0.555555556,-0.337899543,0,1.731707317,0.332777314,-0.798395186,2.354150234,0.168035251,2.586206897,0,0.158980391,0.333333333,0.333333333,0.333333333,0.013333333,0,-0.272727273,-0.2,0,0,0,0.0025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,0.390140315,0.640771419,-0.326151365,0.205025126,-0.119668235,1.855316935,0.241466498,0,0.188396812,-0.131868132,0.123904881,-0.354085038,-1.500074417,-0.734177215,0.555555556,-0.337899543,0,1.731707317,0.332777314,-0.798395186,2.354150234,0.168035251,2.586206897,0,0.158980391,0.333333333,0.333333333,0.333333333,0.013333333,0,-0.272727273,-0.2,0,0,0,0.0025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
664,0.397098615,0.641537371,-0.378636319,0.884422111,0.785477712,0.278917668,0.241466498,0,0.188396812,0.186813187,0.123904881,-0.237991583,-0.229732247,-0.227848101,0.581699346,-0.155251142,0,1.731707317,0.332777314,-0.778335005,0.789946781,0.168035251,2.413793103,0,0.158980391,0.333333333,0.333333333,0.666666667,0,0,0.727272727,0.3,0,0,1.279069767,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
665,0.397978608,0.641634183,-0.385251655,0.884422111,0.785477712,0.278917668,0.241466498,0,0.188396812,0.186813187,0.123904881,-0.237991583,-0.229732247,-0.227848101,0.581699346,-0.155251142,0,1.731707317,0.332777314,-0.778335005,0.789946781,0.168035251,2.413793103,0,0.158980391,0.333333333,0.333333333,0.333333333,0.013333333,0,0.272727273,-0.2,0.333333333,0,0.697674419,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
666,0.400841532,0.641950244,-0.406746588,0.667336683,0.555014814,0.528127846,0.241466498,0,0.188396812,1.241758242,0.123904881,-0.259275383,-0.501644952,0.025316456,0.254901961,0.118721461,0,0.756097561,0.332777314,-0.746238716,0.662775768,0.168035251,1.379310345,0,0.158980391,0.333333333,0.333333333,0.333333333,0.013333333,0,0.272727273,-0.2,0.333333333,0,0.697674419,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
667,0.401723143,0.64204848,-0.41335956,0.667336683,0.555014814,0.528127846,0.241466498,0,0.188396812,1.241758242,0.123904881,-0.259275383,-0.501644952,0.025316456,0.254901961,0.118721461,0,0.756097561,0.332777314,-0.746238716,0.662775768,0.168035251,1.379310345,0,0.158980391,0.333333333,1,0.333333333,0.033333333,0,0,-0.2,0.333333333,0.05,0.348837209,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
668,0.405985036,0.642515454,-0.445335193,0.56281407,0.440866525,0.846885051,0.241466498,0,0.188396812,0.401098901,0.123904881,-0.342475693,-0.705579481,-0.481012658,0.666666667,-0.246575342,0,0.756097561,0.332777314,-0.762286861,1.489387349,0.168035251,1.448275862,0,0.158980391,0.333333333,1,0.333333333,0.006666667,0,0.181818182,-0.2,0.333333333,0,0.581395349,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
669,0.406646013,0.642588063,-0.450295501,0.56281407,0.440866525,0.846885051,0.241466498,0,0.188396812,0.401098901,0.123904881,-0.342475693,-0.705579481,-0.481012658,0.666666667,-0.246575342,0,0.756097561,0.332777314,-0.762286861,1.489387349,0.168035251,1.448275862,0,0.158980391,0.333333333,0.333333333,0.333333333,0.006666667,0,0,-0.2,0.333333333,0,0.348837209,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
670,0.407408288,0.642670638,-0.456016485,0.56281407,0.440866525,0.846885051,0.241466498,0,0.188396812,0.401098901,0.123904881,-0.342475693,-0.705579481,-0.481012658,0.666666667,-0.246575342,0,0.756097561,0.332777314,-0.762286861,1.489387349,0.168035251,1.448275862,0,0.158980391,0.333333333,0.666666667,0.666666667,0.033333333,0,0.181818182,-0.2,0.333333333,0,0.581395349,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
671,0.40851007,0.642790229,-0.464283981,0.872361809,0.887461294,0.023911904,0.241466498,0,0.188396812,2.274725275,0.123904881,-0.38794563,-0.578120401,-0.860759494,0.575163399,0.02739726,0,1,0.332777314,-0.802407222,0.611907363,0.168035251,1.068965517,0,0.158980391,0.333333333,0.666666667,0.666666667,0.033333333,0,0.181818182,-0.2,0.333333333,0,0.581395349,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
672,0.413807602,0.643356862,-0.503957558,0.116582915,0.111002963,0.296304425,0.241466498,0,0.188396812,3.818681319,0.123904881,-0.31538722,-1.21966444,-0.860759494,0.45751634,-0.155251142,0,1.975609756,0.332777314,-0.786359077,0.713644173,0.168035251,2.689655172,0,0.158980391,0.333333333,0.666666667,0.333333333,0.033333333,0,-0.090909091,-0.2,0.333333333,0,0.23255814,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
673,0.417356018,0.643727025,-0.530388244,0.787939698,0.686535307,0.661426314,0.241466498,0,0.188396812,0.054945055,0.123904881,-0.274754511,-0.391180416,-0.607594937,0.529411765,-0.337899543,0,1,0.332777314,-0.770310933,1.273196628,0.168035251,1.793103448,0,0.158980391,0.333333333,0.666666667,0.333333333,0.02,0,0.090909091,-0.2,0.333333333,0,0.465116279,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
674,0.420683569,0.644068714,-0.555089851,0.631155779,0.531560257,0.574492531,0.241466498,0,0.188396812,0.186813187,0.123904881,-0.38794563,-0.49314768,-0.607594937,0.803921569,-0.246575342,0,1.243902439,0.332777314,-0.806419258,1.349499236,0.168035251,1.827586207,0,0.158980391,0.333333333,0.666666667,0.333333333,0.02,0,0.090909091,-0.2,0.333333333,0,0.465116279,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
675,0.421573969,0.644159831,-0.561693844,0.631155779,0.531560257,0.574492531,0.241466498,0,0.188396812,0.186813187,0.123904881,-0.38794563,-0.49314768,-0.607594937,0.803921569,-0.246575342,0,1.243902439,0.332777314,-0.806419258,1.349499236,0.168035251,1.827586207,0,0.158980391,0.333333333,0.333333333,0.333333333,0.006666667,0,-0.181818182,-0.2,0,0,0.11627907,0.0025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
676,0.4261719,0.644626805,-0.595766262,0.176884422,-0.005936544,1.722018468,0.241466498,0,0.188396812,-0.093406593,0.123904881,-0.307647656,-1.211167168,-0.481012658,0.85620915,-0.337899543,0,1.975609756,0.332777314,-0.786359077,2.023505602,0.168035251,2.896551724,0,0.158980391,0.333333333,0.666666667,0.333333333,0.02,0,0,-0.2,0,0,0.348837209,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
677,0.427063457,0.644716498,-0.602368632,0.176884422,-0.005936544,1.722018468,0.241466498,0,0.188396812,-0.093406593,0.123904881,-0.307647656,-1.211167168,-0.481012658,0.85620915,-0.337899543,0,1.975609756,0.332777314,-0.786359077,2.023505602,0.168035251,2.896551724,0,0.158980391,0.333333333,0.333333333,0.333333333,0.033333333,0,0.090909091,-0.2,0.333333333,0,0.465116279,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
678,0.429392372,0.644951409,-0.619599653,0.623115578,0.49731577,0.452785234,0.241466498,0,0.188396812,0.28021978,0.123904881,-0.311517438,-0.476153136,-0.227848101,1,-0.063926941,0,2.219512195,0.332777314,-0.766298897,1.107874312,0.168035251,1.75862069,0,0.158980391,0.333333333,0.333333333,0.333333333,0.033333333,0,0.090909091,-0.2,0.333333333,0,0.465116279,0.0075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
679,0.430017271,0.645014052,-0.624220722,0.623115578,0.49731577,0.452785234,0.241466498,0,0.188396812,0.28021978,0.123904881,-0.311517438,-0.476153136,-0.227848101,1,-0.063926941,0,2.219512195,0.332777314,-0.766298897,1.107874312,0.168035251,1.75862069,0,0.158980391,0.333333333,0.333333333,0.666666667,0.02,0,0.090909091,-0.2,0.333333333,0,0.465116279,0.005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
680,0.457982298,0.444704824,0.313222616,-0.631155779,-0.527519241,1.53655973,0.241466498,-1.279887288,0.188396812,0.313186813,0.123904881,0.065786291,-1.674268494,0.025316456,-0.424836601,0.484018265,0,3.195121951,0.332777314,-0.629889669,2.023505602,0.168035251,4.310344828,0,0.158980391,0,0.666666667,0.333333333,0.133333333,0,-0.527272727,-0.2,0.666666667,0.025,-0.325581395,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
681,0.467618041,0.447009798,0.249059833,-0.450251256,-0.400997943,0.649835143,0.241466498,-0.984432742,0.188396812,-0.494505495,0.123904881,0.152856383,-1.270648072,-0.734177215,-0.581699346,-0.155251142,0,2.707317073,0.332777314,-0.605817452,2.099808209,0.168035251,3.24137931,0,0.158980391,0,0.666666667,0.333333333,0.133333333,0,-0.509090909,0,0.666666667,0,-0.302325581,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
722,0.013304653,0.254209176,-1.136649242,-0.40201005,-0.244773094,1.310531894,0.241466498,-0.711705469,0.188396812,-0.324175824,0.123904881,0.048372273,-0.82454129,1.544303797,0.836601307,0.02739726,0,0.024390244,0.332777314,-0.605817452,1.222328223,0.168035251,1.931034483,0,0.158980391,0.333333333,0.666666667,0.666666667,0.006666667,0,-0.363636364,0.8,0,0,-0.11627907,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
723,0.013037996,0.254184973,-1.142688509,-0.40201005,-0.244773094,1.310531894,0.241466498,-0.711705469,0.188396812,-0.324175824,0.123904881,0.048372273,-0.82454129,1.544303797,0.836601307,0.02739726,0,0.024390244,0.332777314,-0.605817452,1.222328223,0.168035251,1.931034483,0,0.158980391,0.333333333,0.666666667,0.666666667,0.006666667,0,-0.363636364,0.8,0,0,-0.11627907,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
724,0.01272439,0.254156499,-1.149793527,-0.40201005,-0.244773094,1.310531894,0.241466498,-0.711705469,0.188396812,-0.324175824,0.123904881,0.048372273,-0.82454129,1.544303797,0.836601307,0.02739726,0,0.024390244,0.332777314,-0.605817452,1.222328223,0.168035251,1.931034483,0,0.158980391,0,0.333333333,0.666666667,0,0,-0.545454545,-0.2,0.333333333,0,-0.348837209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
725,0.010025901,0.253913046,-1.210932211,-0.679396985,-0.521270247,1.310531894,0.241466498,-1.098069106,0.188396812,0.972527473,0.123904881,2.625646979,-1.347123521,-0.227848101,1.320261438,0.666666667,0,0.024390244,0.332777314,-0.172517553,1.120591413,0.168035251,1.827586207,0,0.158980391,0,0,0.666666667,0.02,0,-0.545454545,-0.2,0,0,-0.348837209,0.005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
726,0.009768726,0.253890267,-1.216758326,-0.679396985,-0.521270247,1.310531894,0.241466498,-1.098069106,0.188396812,0.972527473,0.123904881,2.625646979,-1.347123521,-0.227848101,1.320261438,0.666666667,0,0.024390244,0.332777314,-0.172517553,1.120591413,0.168035251,1.827586207,0,0.158980391,0,0,0.666666667,0.166666667,0,-0.363636364,0.2,0.333333333,0,-0.209302326,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
